corpus	ID	Agent marking	Agent_animacy	Agent_wordcount	Patien_animacy	Affectdness	Verb		
wiki	148977	oleh	0	3	0	1	terbentuk		
wiki	157020	oleh	0	12	0	1	terbentuk		
wiki	179538	oleh	0	5	0	1	terbentuk		
wiki	184604	oleh	0	11	0	1	terbentuk		
wiki	184937	oleh	0	7	0	1	terbentuk		
wiki	194602	zero	0	2	0	1	terbentuk		
wiki	195113	oleh	0	5	0	1	terbentuk		
wiki	195116	oleh	0	3	0	1	terbentuk		
wiki	204578	oleh	0	8	0	1	terbentuk		
wiki	223217	oleh	0	2	0	1	terbentuk		
wiki	237674	oleh	0	6	0	1	terbentuk		
wiki	277563	oleh	0	5	0	1	terbentuk		
wiki	282312	oleh	0	2	0	1	terbentuk		
wiki	287570	oleh	0	7	0	1	terbentuk		
mix	32259	zero	0	3	0	1	terancam		
mix	35391	zero	0	2	0	1	terancam		
mix	42121	zero	0	7	0	1	terancam		
mix	66898	zero	0	1	0	1	terancam		
mix	69013	zero	0	6	0	1	terancam		
mix	77739	zero	0	3	0	1	terancam		
mix	107592	zero	0	2	0	1	terancam		
mix	109780	zero	0	1	1	1	terancam		
mix	119232	zero	0	1	0	1	terancam		
mix	157024	zero	0	4	1	1	terancam		
mix	157742	zero	0	2	1	1	terancam		
mix	157885	zero	0	4	0	1	terancam		
mix	163635	oleh	0	2	0	1	terancam		
mix	171510	zero	0	2	1	1	terancam		
mix	175714	oleh	0	9	0	1	terancam		
mix	177049	zero	0	1	1	1	terancam		
mix	183801	oleh	1	2	0	1	terancam		
mix	184682	zero	0	2	1	1	terancam		
mix	189740	oleh	0	2	1	1	terancam		
mix	209725	oleh	0	4	1	1	terancam		
mix	228386	zero	0	1	1	1	terancam		
mix	232206	zero	0	1	0	1	terancam		
mix	232256	zero	0	7	1	1	terancam		
mix	266199	zero	0	1	1	1	terancam		
mix	287275	zero	0	4	1	1	terancam		
mix	293980	zero	0	2	0	1	terancam		
mix	299986	zero	0	1	1	1	terancam		
web	3573	zero	0	1	1	1	terancam		
web	96259	oleh	0	8	0	1	terancam		
web	124625	zero	0	1	0	1	terancam		
web	140823	zero	0	8	0	1	terancam		
web	159366	zero	0	8	1	1	terancam		
web	160054	zero	0	4	1	1	terancam		
web	167485	oleh	0	8	0	1	terancam		
web	179650	oleh	0	3	0	1	terancam		
web	179829	zero	1	4	1	1	terancam		
web	199067	oleh	0	5	1	1	terancam		
web	218228	oleh	0	9	0	1	terancam		
web	233375	zero	0	4	0	1	terancam		
web	241039	zero	0	1	1	1	terancam		
web	249995	zero	0	2	0	1	terancam		
web	262994	zero	0	9	0	1	terancam		
web	263040	zero	0	3	0	1	terancam		
web	263403	oleh	0	8	0	1	terancam		
web	284612	zero	0	18	0	1	terancam		
web	285279	oleh	1	4	0	1	terancam		
wiki	39299	zero	0	3	0	1	terancam		
wiki	68972	zero	0	2	0	1	terancam		
wiki	68973	oleh	0	6	0	1	terancam		
wiki	78428	oleh	0	11	0	1	terancam		
wiki	79595	oleh	1	6	0	1	terancam		
wiki	82249	oleh	0	2	0	1	terancam		
wiki	85041	zero	0	9	1	1	terancam		
wiki	103333	oleh	0	3	0	1	terancam		
wiki	120164	oleh	0	3	0	1	terancam		
wiki	126758	oleh	0	4	0	1	terancam		
wiki	133505	zero	0	3	0	1	terancam		
wiki	144660	oleh	0	1	0	1	terancam		
wiki	154764	oleh	0	6	0	1	terancam		
wiki	168141	zero	0	1	0	1	terancam		
wiki	168171	zero	0	1	1	1	terancam		
wiki	181889	zero	0	1	0	1	terancam		
wiki	200006	oleh	1	7	0	1	terancam		
wiki	219836	oleh	0	5	0	1	terancam		
wiki	230620	oleh	1	2	1	1	terancam		
wiki	236114	oleh	1	5	0	1	terancam		
wiki	244327	zero	0	1	1	1	terancam		
wiki	249176	zero	0	2	1	1	terancam		
wiki	249191	zero	0	5	0	1	terancam		
wiki	249192	zero	0	2	0	1	terancam		
wiki	253288	zero	0	1	0	1	terancam		
wiki	255500	zero	0	4	0	1	terancam		
wiki	259806	oleh	0	3	0	1	terancam		
wiki	278840	zero	0	2	1	1	terancam		
wiki	280869	oleh	1	1	1	1	terancam		
wiki	295096	oleh	0	4	0	1	terancam		
wiki	295266	oleh	0	1	1	1	terancam		
mix	25818	zero	1	1	0	0	terjangkau		
mix	28686	zero	1	4	0	0	terjangkau		
mix	36989	oleh	0	1	1	0	terjangkau		
mix	92938	zero	1	1	0	0	terjangkau		
mix	112678	zero	1	2	0	0	terjangkau		
mix	137596	zero	1	1	0	0	terjangkau		
mix	141530	oleh	0	1	0	0	terjangkau		
mix	146680	oleh	0	4	0	0	terjangkau		
mix	154673	oleh	0	3	0	0	terjangkau		
mix	169249	zero	0	3	0	0	terjangkau		
mix	173330	oleh	1	1	0	0	terjangkau		
mix	177201	oleh	0	2	0	0	terjangkau		
mix	180700	zero	0	1	0	0	terjangkau		
mix	181078	oleh	1	1	0	0	terjangkau		
mix	185620	zero	0	3	0	0	terjangkau		
mix	189424	zero	0	1	1	0	terjangkau		
mix	190685	oleh	0	1	1	0	terjangkau		
mix	229569	oleh	0	1	0	0	terjangkau		
mix	246256	oleh	0	3	0	0	terjangkau		
mix	251162	oleh	0	2	0	0	terjangkau		
mix	298629	zero	0	2	0	0	terjangkau		
web	36073	oleh	1	5	0	0	terjangkau		
web	54509	zero	0	1	0	0	terjangkau		
web	56386	oleh	0	6	0	0	terjangkau		
web	59061	zero	0	2	0	0	terjangkau		
web	63143	zero	0	1	1	0	terjangkau		
web	68909	oleh	0	2	0	0	terjangkau		
web	84844	zero	1	1	1	0	terjangkau		
web	107127	oleh	1	1	0	0	terjangkau		
web	139631	oleh	0	1	0	0	terjangkau		
web	141790	oleh	0	6	0	0	terjangkau		
web	150555	zero	0	5	0	0	terjangkau		
web	151854	oleh	0	2	0	0	terjangkau		
web	157486	oleh	0	4	0	0	terjangkau		
web	176343	oleh	1	1	0	0	terjangkau		
web	194493	oleh	0	2	0	0	terjangkau		
web	211691	oleh	1	1	0	0	terjangkau		
web	249768	oleh	1	1	0	0	terjangkau		
web	261008	zero	1	1	0	0	terjangkau		
web	281313	zero	0	2	0	0	terjangkau		
wiki	94241	oleh	1	4	0	0	terjangkau		
wiki	165603	zero	1	1	0	0	terjangkau		
wiki	169873	oleh	1	11	0	0	terjangkau		
wiki	232878	zero	0	2	0	0	terjangkau		
wiki	246450	oleh	0	3	0	0	terjangkau		
wiki	260958	oleh	1	1	0	0	terjangkau		
wiki	271093	oleh	0	1	0	0	terjangkau		
mix	73857	zero	0	3	1	1	terdorong		
mix	75242	oleh	0	7	1	1	terdorong		
mix	82105	oleh	0	3	0	1	terdorong		
mix	125133	oleh	0	4	0	1	terdorong		
mix	131259	oleh	0	6	0	1	terdorong		
mix	146562	oleh	0	8	1	1	terdorong		
mix	183311	oleh	0	3	0	1	terdorong		
mix	186703	oleh	0	10	1	1	terdorong		
mix	196553	oleh	0	3	1	1	terdorong		
mix	245350	oleh	0	5	1	1	terdorong		
mix	266068	oleh	0	4	1	1	terdorong		
web	15375	oleh	0	3	1	1	terdorong		
web	15388	oleh	0	8	1	1	terdorong		
web	30064	oleh	0	13	1	1	terdorong		
web	46575	oleh	0	10	1	1	terdorong		
web	114834	zero	0	5	1	1	terdorong		
web	128398	oleh	0	12	1	1	terdorong		
web	129315	zero	0	7	1	1	terdorong		
web	146411	oleh	0	1	1	1	terdorong		
web	156318	zero	0	1	1	1	terdorong		
web	246083	oleh	0	2	1	1	terdorong		
web	246885	oleh	1	2	1	1	terdorong		
wiki	11932	oleh	0	3	1	1	terdorong		
wiki	13321	oleh	0	2	1	1	terdorong		
wiki	52848	oleh	0	2	1	1	terdorong		
wiki	57829	oleh	0	5	1	1	terdorong		
wiki	84321	oleh	0	8	1	1	terdorong		
wiki	141580	oleh	0	15	1	1	terdorong		
wiki	209694	zero	0	5	1	1	terdorong		
wiki	231799	oleh	0	2	1	1	terdorong		
wiki	259618	oleh	0	3	0	1	terdorong		
mix	12663	oleh	0	2	0	1	tertarik		
mix	14818	oleh	0	2	0	1	tertarik		
mix	24168	oleh	0	3	1	1	tertarik		
mix	38090	oleh	0	3	1	1	tertarik		
mix	84948	zero	0	1	1	1	tertarik		
mix	94250	zero	0	8	1	1	tertarik		
mix	103138	zero	0	1	1	1	tertarik		
mix	108213	oleh	0	10	1	1	tertarik		
mix	116841	oleh	0	1	1	1	tertarik		
mix	119523	oleh	0	7	1	1	tertarik		
mix	133163	zero	0	2	1	1	tertarik		
mix	154036	oleh	0	1	1	1	tertarik		
mix	173700	oleh	0	7	1	1	tertarik		
mix	202985	oleh	0	3	0	1	tertarik		
mix	242838	zero	0	4	1	1	tertarik		
mix	258286	oleh	0	2	1	1	tertarik		
mix	263501	zero	0	5	1	1	tertarik		
web	79801	zero	0	4	1	1	tertarik		
web	95187	oleh	0	2	0	1	tertarik		
web	100996	oleh	0	10	1	1	tertarik		
web	133680	zero	0	1	1	1	tertarik		
web	213621	oleh	0	1	1	1	tertarik		
web	216710	zero	0	4	1	1	tertarik		
web	216787	zero	0	8	1	1	tertarik		
web	216788	zero	0	8	1	1	tertarik		
web	229737	oleh	0	4	1	1	tertarik		
web	247721	oleh	0	5	1	1	tertarik		
web	275356	zero	0	11	1	1	tertarik		
wiki	32831	oleh	0	4	0	1	tertarik		
wiki	80643	oleh	0	4	0	1	tertarik		
wiki	94960	oleh	0	4	1	1	tertarik		
wiki	112948	oleh	0	8	0	1	tertarik		
wiki	152581	oleh	0	4	1	1	tertarik		
wiki	164415	zero	0	3	1	1	tertarik		
wiki	220693	oleh	1	1	1	1	tertarik		
wiki	240105	oleh	0	14	1	1	tertarik		
wiki	274846	oleh	0	3	1	1	tertarik		
mix	42634	zero	0	1	0	0	terinfeksi		
mix	65321	oleh	0	2	0	0	terinfeksi		
mix	76461	zero	0	2	1	0	terinfeksi		
mix	78418	oleh	0	1	0	0	terinfeksi		
mix	122425	zero	0	1	1	0	terinfeksi		
mix	129895	zero	0	1	1	0	terinfeksi		
mix	160885	zero	0	1	1	0	terinfeksi		
mix	182377	zero	0	4	1	0	terinfeksi		
mix	206678	zero	0	2	1	0	terinfeksi		
mix	229889	oleh	0	1	0	0	terinfeksi		
mix	230705	oleh	0	7	1	0	terinfeksi		
mix	233140	oleh	0	1	1	0	terinfeksi		
mix	252248	zero	0	3	1	0	terinfeksi		
mix	252317	zero	0	1	1	0	terinfeksi		
mix	255102	zero	0	1	1	0	terinfeksi		
web	695	oleh	0	2	0	0	terinfeksi		
web	9336	zero	0	1	1	0	terinfeksi		
web	9355	zero	0	1	1	0	terinfeksi		
web	12327	zero	0	2	1	0	terinfeksi		
web	14225	zero	0	2	0	0	terinfeksi		
web	21700	zero	0	1	0	0	terinfeksi		
web	21703	zero	0	4	1	0	terinfeksi		
web	24452	zero	0	1	1	0	terinfeksi		
web	47205	oleh	0	3	1	0	terinfeksi		
web	50265	zero	0	2	1	0	terinfeksi		
web	56029	zero	0	2	1	0	terinfeksi		
web	70537	oleh	0	2	1	0	terinfeksi		
web	73374	zero	0	2	1	0	terinfeksi		
web	73411	zero	0	2	1	0	terinfeksi		
web	96306	oleh	0	13	0	0	terinfeksi		
web	106606	zero	0	1	1	0	terinfeksi		
web	115038	zero	0	1	1	0	terinfeksi		
web	115047	zero	0	1	0	0	terinfeksi		
web	119378	zero	0	1	0	0	terinfeksi		
web	119414	zero	0	2	0	0	terinfeksi		
web	120068	zero	0	3	1	0	terinfeksi		
web	120080	zero	0	4	1	0	terinfeksi		
web	126128	zero	0	1	1	0	terinfeksi		
web	126184	zero	0	1	1	0	terinfeksi		
web	152778	zero	0	2	1	0	terinfeksi		
web	152812	zero	0	1	1	0	terinfeksi		
web	181853	zero	0	1	1	0	terinfeksi		
web	191937	zero	0	1	1	0	terinfeksi		
web	200246	zero	0	3	1	0	terinfeksi		
web	206969	zero	0	1	0	0	terinfeksi		
web	214827	zero	0	1	1	0	terinfeksi		
web	218140	zero	0	1	1	0	terinfeksi		
web	220380	zero	0	1	0	0	terinfeksi		
web	223906	zero	0	2	0	0	terinfeksi		
web	238991	zero	0	1	0	0	terinfeksi		
web	252918	oleh	0	8	1	0	terinfeksi		
web	255971	zero	0	1	1	0	terinfeksi		
web	255985	zero	0	1	1	0	terinfeksi		
web	278330	zero	0	1	0	0	terinfeksi		
web	290938	zero	0	3	1	0	terinfeksi		
web	291163	zero	0	2	0	0	terinfeksi		
wiki	15237	zero	0	1	1	0	terinfeksi		
wiki	15264	zero	0	1	1	0	terinfeksi		
wiki	15296	zero	0	1	1	0	terinfeksi		
wiki	15304	zero	0	1	1	0	terinfeksi		
wiki	15327	zero	0	1	0	0	terinfeksi		
wiki	15328	zero	0	1	1	0	terinfeksi		
wiki	15345	zero	0	2	1	0	terinfeksi		
wiki	15359	zero	0	1	1	0	terinfeksi		
wiki	26974	zero	0	5	1	0	terinfeksi		
wiki	37596	zero	0	5	1	0	terinfeksi		
wiki	46498	oleh	0	4	1	0	terinfeksi		
wiki	71013	oleh	0	12	1	0	terinfeksi		
wiki	85000	oleh	0	2	1	0	terinfeksi		
wiki	126606	zero	0	1	0	0	terinfeksi		
wiki	138013	zero	0	1	1	0	terinfeksi		
wiki	142012	zero	0	3	1	0	terinfeksi		
wiki	163220	oleh	0	2	1	0	terinfeksi		
wiki	201032	zero	0	2	1	0	terinfeksi		
wiki	223204	oleh	0	2	1	0	terinfeksi		
wiki	223217	oleh	0	1	1	0	terinfeksi		
wiki	228773	zero	0	2	1	0	terinfeksi		
wiki	228791	oleh	0	1	1	0	terinfeksi		
wiki	232166	zero	0	2	1	0	terinfeksi		
wiki	234432	zero	0	1	1	0	terinfeksi		
wiki	254215	oleh	0	2	1	0	terinfeksi		
wiki	254226	zero	0	1	1	0	terinfeksi		
wiki	254229	oleh	0	8	0	0	terinfeksi		
wiki	260035	oleh	0	1	1	0	terinfeksi		
wiki	274803	zero	0	1	1	0	terinfeksi		
wiki	274809	zero	0	5	1	0	terinfeksi		
wiki	279917	zero	0	2	0	0	terinfeksi		
wiki	291285	zero	0	0	1	0	terinfeksi		
mix	10357	zero	0	2	1	1	terbawa		
mix	22731	oleh	0	1	0	1	terbawa		
mix	23436	zero	0	1	1	1	terbawa		
mix	25743	zero	0	1	0	1	terbawa		
mix	28443	zero	0	1	0	1	terbawa		
mix	28551	oleh	0	1	0	1	terbawa		
mix	94879	oleh	1	1	1	1	terbawa		
mix	101467	zero	0	1	0	1	terbawa		
mix	104262	zero	0	1	0	1	terbawa		
mix	125090	zero	0	1	1	1	terbawa		
mix	129585	zero	0	2	1	1	terbawa		
mix	131844	zero	0	1	0	1	terbawa		
mix	137645	zero	0	2	1	1	terbawa		
mix	150166	zero	0	3	1	1	terbawa		
mix	150414	zero	0	2	1	1	terbawa		
mix	156090	oleh	0	3	1	1	terbawa		
mix	159310	zero	0	1	1	1	terbawa		
mix	172303	zero	0	2	1	1	terbawa		
mix	187317	zero	0	1	1	1	terbawa		
mix	189090	zero	0	1	1	1	terbawa		
mix	204556	zero	0	1	0	1	terbawa		
mix	207396	oleh	0	3	0	1	terbawa		
mix	216783	zero	0	1	1	1	terbawa		
mix	225791	zero	0	1	1	1	terbawa		
mix	233800	zero	0	1	1	1	terbawa		
mix	239978	zero	0	1	1	1	terbawa		
mix	243766	zero	0	4	1	1	terbawa		
mix	254812	zero	0	1	1	1	terbawa		
mix	258200	zero	0	1	0	1	terbawa		
mix	263748	zero	0	1	1	1	terbawa		
mix	269916	zero	0	1	1	1	terbawa		
mix	271203	zero	0	1	1	1	terbawa		
mix	273065	zero	0	2	1	1	terbawa		
mix	278376	zero	0	1	1	1	terbawa		
mix	298235	zero	0	1	0	1	terbawa		
web	13670	zero	0	4	0	1	terbawa		
web	28611	oleh	0	1	0	1	terbawa		
web	29653	zero	0	2	1	1	terbawa		
web	34052	zero	0	1	1	1	terbawa		
web	37176	oleh	0	1	1	1	terbawa		
web	41228	zero	0	1	1	1	terbawa		
web	42210	oleh	0	11	1	1	terbawa		
web	42671	oleh	0	1	0	1	terbawa		
web	56961	zero	0	2	1	1	terbawa		
web	58607	oleh	0	2	0	1	terbawa		
web	60928	zero	0	3	1	1	terbawa		
web	75316	zero	0	5	0	1	terbawa		
web	76081	zero	0	1	1	1	terbawa		
web	83337	oleh	0	5	1	1	terbawa		
web	84803	zero	0	1	0	1	terbawa		
web	99060	zero	0	2	0	1	terbawa		
web	100808	oleh	0	2	0	1	terbawa		
web	111717	zero	0	1	0	1	terbawa		
web	117336	zero	0	1	1	1	terbawa		
web	117630	zero	0	1	1	1	terbawa		
web	117824	zero	0	3	1	1	terbawa		
web	136908	zero	0	1	1	1	terbawa		
web	138458	zero	0	4	0	1	terbawa		
web	164696	oleh	0	4	0	1	terbawa		
web	176391	zero	0	6	1	1	terbawa		
web	180404	zero	0	1	0	1	terbawa		
web	180547	zero	0	1	1	1	terbawa		
web	183908	zero	0	2	1	1	terbawa		
web	198692	zero	0	2	0	1	terbawa		
web	224847	zero	0	4	1	1	terbawa		
web	237292	zero	0	4	0	1	terbawa		
web	238161	zero	0	1	1	1	terbawa		
web	238677	zero	0	2	0	1	terbawa		
web	244414	zero	0	1	0	1	terbawa		
web	283921	zero	0	1	0	1	terbawa		
wiki	28317	zero	0	2	0	1	terbawa		
wiki	33847	zero	0	2	0	1	terbawa		
wiki	49732	zero	0	18	0	1	terbawa		
wiki	60100	zero	0	2	0	1	terbawa		
wiki	66668	zero	0	1	0	1	terbawa		
wiki	74359	oleh	1	0	0	1	terbawa		
wiki	94629	zero	0	1	0	1	terbawa		
wiki	95651	oleh	1	1	1	1	terbawa		
wiki	103203	zero	0	2	1	1	terbawa		
wiki	110005	zero	0	2	0	1	terbawa		
wiki	110903	zero	0	2	0	1	terbawa		
wiki	112952	zero	0	6	0	1	terbawa		
wiki	146611	oleh	0	5	0	1	terbawa		
wiki	147276	zero	0	4	0	1	terbawa		
wiki	163284	oleh	0	2	1	1	terbawa		
wiki	167195	zero	0	1	1	1	terbawa		
wiki	170050	zero	0	2	1	1	terbawa		
wiki	177833	zero	0	1	0	1	terbawa		
wiki	179035	zero	0	2	0	1	terbawa		
wiki	179076	oleh	0	2	0	1	terbawa		
wiki	188282	zero	0	1	1	1	terbawa		
wiki	189722	zero	0	1	0	1	terbawa		
wiki	194177	zero	0	2	0	1	terbawa		
wiki	198206	zero	0	3	0	1	terbawa		
wiki	206754	oleh	1	5	0	1	terbawa		
wiki	225904	zero	0	3	0	1	terbawa		
wiki	241227	zero	0	4	1	1	terbawa		
wiki	259545	zero	0	1	0	1	terbawa		
wiki	260014	oleh	0	1	1	1	terbawa		
wiki	266729	zero	0	5	1	1	terbawa		
wiki	277444	zero	0	1	0	1	terbawa		
wiki	282217	zero	0	2	1	1	terbawa		
wiki	282232	zero	0	2	0	1	terbawa		
wiki	282673	zero	0	3	1	1	terbawa		
wiki	291778	zero	0	2	0	1	terbawa		
mix	91448	oleh	1	1	0	0	terasa		
mix	95004	oleh	1	1	0	0	terasa		
mix	95542	oleh	1	1	0	0	terasa		
mix	109040	oleh	1	1	0	0	terasa		
mix	115899	oleh	1	2	0	0	terasa		
mix	120045	oleh	1	2	0	0	terasa		
mix	136584	oleh	1	1	0	0	terasa		
mix	184589	oleh	1	1	0	0	terasa		
mix	209647	oleh	1	2	0	0	terasa		
mix	213187	oleh	1	1	0	0	terasa		
mix	224690	oleh	1	2	0	0	terasa		
mix	234838	oleh	1	1	0	0	terasa		
mix	268779	oleh	1	1	0	0	terasa		
mix	293023	oleh	1	1	0	0	terasa		
web	82968	oleh	1	1	0	0	terasa		
web	125092	oleh	1	2	0	0	terasa		
web	125839	oleh	1	1	0	0	terasa		
web	150215	oleh	1	1	0	0	terasa		
web	198797	oleh	0	2	0	0	terasa		
mix	11098	oleh	0	1	0	1	terdesak		
mix	83614	oleh	0	3	1	1	terdesak		
mix	130186	oleh	0	1	0	1	terdesak		
mix	139863	oleh	0	1	1	1	terdesak		
mix	143223	oleh	0	1	1	1	terdesak		
mix	253532	oleh	0	6	0	1	terdesak		
mix	282162	zero	0	2	1	1	terdesak		
web	25118	oleh	1	2	1	1	terdesak		
web	49012	oleh	0	6	0	1	terdesak		
web	64577	oleh	0	4	1	1	terdesak		
web	88314	zero	0	3	0	1	terdesak		
web	137035	oleh	0	5	0	1	terdesak		
web	174897	zero	0	8	0	1	terdesak		
web	192955	oleh	0	4	0	1	terdesak		
web	264086	oleh	0	3	0	1	terdesak		
web	264545	zero	0	2	1	1	terdesak		
wiki	28864	oleh	0	5	1	1	terdesak		
wiki	37300	oleh	0	7	0	1	terdesak		
wiki	161805	oleh	0	2	0	1	terdesak		
wiki	186591	oleh	0	6	1	1	terdesak		
wiki	239210	oleh	0	3	0	1	terdesak		
wiki	239519	oleh	0	3	0	1	terdesak		
wiki	277199	oleh	0	2	0	1	terdesak		
mix	16087	oleh	0	4	0	1	terpisah		
mix	49344	zero	0	3	0	1	terpisah		
mix	149462	zero	0	2	1	1	terpisah		
mix	197191	zero	0	2	0	1	terpisah		
mix	219562	zero	0	2	1	1	terpisah		
mix	235343	zero	0	3	0	1	terpisah		
mix	267394	oleh	0	1	0	1	terpisah		
web	4727	oleh	0	3	0	1	terpisah		
web	135224	oleh	0	2	0	1	terpisah		
web	197595	oleh	0	4	1	1	terpisah		
web	222082	zero	0	1	0	1	terpisah		
web	270431	zero	0	1	0	1	terpisah		
wiki	28222	oleh	0	6	1	1	terpisah		
wiki	80432	oleh	0	5	0	1	terpisah		
wiki	88108	oleh	0	1	0	1	terpisah		
wiki	97382	zero	0	3	0	1	terpisah		
wiki	99962	zero	0	1	1	1	terpisah		
wiki	104151	oleh	1	2	1	1	terpisah		
wiki	117077	oleh	0	1	0	1	terpisah		
wiki	117081	oleh	0	2	0	1	terpisah		
wiki	117130	zero	0	2	1	1	terpisah		
wiki	131930	oleh	0	2	0	1	terpisah		
wiki	138695	oleh	0	2	1	1	terpisah		
wiki	143758	oleh	0	6	0	1	terpisah		
wiki	148568	oleh	0	2	1	1	terpisah		
wiki	195849	oleh	0	3	0	1	terpisah		
wiki	246210	oleh	1	2	1	1	terpisah		
mix	69410	oleh	0	14	1	1	terkesan		
mix	110426	oleh	0	10	1	1	terkesan		
mix	127012	oleh	0	11	0	1	terkesan		
mix	195616	oleh	0	4	1	1	terkesan		
mix	276908	oleh	0	2	1	1	terkesan		
mix	288525	oleh	1	1	0	1	terkesan		
mix	291192	oleh	1	1	1	1	terkesan		
web	147115	zero	0	0	1	1	terkesan		
web	235012	oleh	0	11	1	1	terkesan		
web	281790	oleh	1	5	1	1	terkesan		
wiki	36836	oleh	0	10	1	1	terkesan		
wiki	44762	oleh	1	1	1	1	terkesan		
wiki	48331	oleh	1	2	1	1	terkesan		
wiki	118856	oleh	0	5	1	1	terkesan		
wiki	148834	oleh	0	3	1	1	terkesan		
wiki	164231	oleh	0	1	1	1	terkesan		
wiki	202333	oleh	0	2	1	1	terkesan		
wiki	236413	oleh	0	10	0	1	terkesan		
wiki	243143	oleh	0	11	1	1	terkesan		
mix	294653	zero	0	2	1	1	terhambat		
web	91344	zero	0	2	0	1	terhambat		
web	219234	zero	0	1	0	1	terhambat		
web	253379	zero	0	6	0	1	terhambat		
web	273104	zero	0	3	0	1	terhambat		
wiki	103087	zero	0	3	0	1	terhambat		
mix	141972	oleh	1	10	0	1	terhambat		
mix	152703	oleh	0	2	0	1	terhambat		
mix	173625	oleh	0	9	1	1	terhambat		
mix	175909	oleh	0	6	1	1	terhambat		
mix	251882	oleh	0	4	0	1	terhambat		
mix	290630	oleh	0	4	0	1	terhambat		
web	27620	oleh	0	7	0	1	terhambat		
web	44166	oleh	0	6	0	1	terhambat		
web	194725	oleh	0	5	0	1	terhambat		
web	222429	oleh	0	4	0	1	terhambat		
web	287691	oleh	0	2	0	1	terhambat		
wiki	17615	oleh	0	6	0	1	terhambat		
wiki	20996	oleh	0	2	1	1	terhambat		
wiki	130392	oleh	0	8	0	1	terhambat		
wiki	166540	oleh	0	4	0	1	terhambat		
wiki	207664	oleh	0	5	0	1	terhambat		
wiki	263601	oleh	0	2	0	1	terhambat		
wiki	295264	oleh	0	4	0	1	terhambat		
mix	71254	zero	0	1	0	1	terbatas		
mix	84074	zero	0	2	1	1	terbatas		
mix	90054	zero	0	3	0	1	terbatas		
mix	107259	zero	0	5	0	1	terbatas		
mix	262204	zero	0	1	1	1	terbatas		
wiki	60821	zero	0	1	0	1	terbatas		
wiki	60830	zero	0	1	0	1	terbatas		
wiki	227441	zero	0	1	0	1	terbatas		
mix	50487	oleh	0	1	1	1	terbatas		
mix	81199	oleh	0	1	0	1	terbatas		
mix	148164	oleh	0	1	0	1	terbatas		
mix	156588	oleh	0	1	0	1	terbatas		
mix	284449	oleh	0	1	0	1	terbatas		
web	48070	oleh	0	14	0	1	terbatas		
web	68718	oleh	0	1	0	1	terbatas		
web	85754	oleh	0	2	0	1	terbatas		
web	89229	oleh	0	4	0	1	terbatas		
web	119187	oleh	0	5	0	1	terbatas		
web	143181	oleh	0	5	0	1	terbatas		
web	176436	oleh	0	7	0	1	terbatas		
web	290701	oleh	0	6	0	1	terbatas		
wiki	139701	oleh	0	1	0	1	terbatas		
wiki	232836	oleh	0	7	0	1	terbatas		
mix	14633	oleh	0	1	0	1	terbakar		
mix	38826	oleh	0	2	0	1	terbakar		
mix	40854	oleh	0	1	1	1	terbakar		
mix	53184	zero	0	2	0	1	terbakar		
mix	54368	oleh	1	1	1	1	terbakar		
mix	61033	oleh	0	2	1	1	terbakar		
mix	110322	zero	0	4	1	1	terbakar		
mix	114921	zero	0	1	1	1	terbakar		
mix	131389	oleh	0	1	1	1	terbakar		
mix	131835	zero	0	1	1	1	terbakar		
mix	133172	zero	0	2	0	1	terbakar		
mix	144893	zero	0	2	0	1	terbakar		
mix	162209	oleh	0	1	0	1	terbakar		
mix	164717	zero	0	3	0	1	terbakar		
mix	165724	zero	0	1	0	1	terbakar		
mix	281988	oleh	0	4	0	1	terbakar		
mix	292654	zero	0	3	1	1	terbakar		
mix	293676	oleh	0	2	0	1	terbakar		
web	1114	oleh	0	8	0	1	terbakar		
web	9116	oleh	0	1	0	1	terbakar		
web	25436	zero	0	1	0	1	terbakar		
web	77384	zero	0	1	0	1	terbakar		
web	140819	zero	0	1	1	1	terbakar		
web	199671	oleh	0	1	1	1	terbakar		
web	231394	zero	0	2	0	1	terbakar		
web	243507	zero	0	1	0	1	terbakar		
web	280077	zero	0	2	0	1	terbakar		
web	294136	oleh	0	11	1	1	terbakar		
wiki	41635	zero	0	1	1	1	terbakar		
wiki	53990	zero	0	1	1	1	terbakar		
wiki	110456	zero	0	1	0	1	terbakar		
wiki	120785	oleh	0	8	1	1	terbakar		
wiki	160607	zero	0	1	1	1	terbakar		
wiki	167807	zero	0	4	1	1	terbakar		
wiki	209074	oleh	0	1	1	1	terbakar		
wiki	259455	zero	0	2	0	1	terbakar		
wiki	259520	zero	0	1	0	1	terbakar		
mix	44930	zero	0	2	1	1	tertekan		
mix	65435	zero	0	2	0	1	tertekan		
mix	292874	oleh	0	5	0	1	tertekan		
web	8368	oleh	0	2	0	1	tertekan		
web	33662	oleh	0	1	1	1	tertekan		
web	95088	oleh	0	5	1	1	tertekan		
web	129477	oleh	0	4	0	1	tertekan		
web	188399	oleh	0	2	1	1	tertekan		
web	206508	oleh	0	2	0	1	tertekan		
web	209774	zero	0	1	1	1	tertekan		
web	226329	oleh	0	2	1	1	tertekan		
web	261615	oleh	0	5	1	1	tertekan		
web	274179	oleh	0	3	0	1	tertekan		
web	299888	oleh	0	1	1	1	tertekan		
wiki	2818	oleh	0	2	1	1	tertekan		
wiki	42068	oleh	1	2	1	1	tertekan		
